Method,Site,FarmingSystem,SampleRef,DistanceFromTR,Month,Year,Species,Sex,TaxGroup,Abundance
Pan,1,Arable,CL,9.5,7,2018,Lasioglossum leucopus,F,Anthophila,1
Pan,1,Arable,CL,9.5,7,2018,Eumerus funeralis,Unknown,Syrphidae,3
Pan,1,Arable,CL,9.5,7,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Arable,CM,9.5,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,1,Arable,CM,9.5,7,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,1,Arable,CM,9.5,7,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Arable,CN,5,7,2018,Eupeodes latifasciatus,Unknown,Syrphidae,2
Pan,1,Arable,CN,5,7,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,1,Arable,CN,5,7,2018,Eupeodes luniger,Unknown,Syrphidae,1
Pan,1,Arable,CO,0.5,7,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,1,Arable,CO,0.5,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,1,Arable,CP,0,7,2018,Eupeodes luniger,Unknown,Syrphidae,1
Pan,1,Arable,CP,0,7,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,1,Agroforestry,TA,0,7,2018,Lasioglossum parvulum,F,Anthophila,2
Pan,1,Agroforestry,TA,0,7,2018,Syrphus ribesii,Unknown,Syrphidae,1
Pan,1,Agroforestry,TA,0,7,2018,Lasioglossum leucopus,F,Anthophila,1
Pan,1,Agroforestry,TA,0,7,2018,Eupeodes latifasciatus,Unknown,Syrphidae,2
Pan,1,Agroforestry,TB,0.5,7,2018,NA,NA,NA,0
Pan,1,Agroforestry,TC,5,7,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,1,Agroforestry,TC,5,7,2018,Lasioglossum leucopus,M,Anthophila,1
Pan,1,Agroforestry,TC,5,7,2018,Bombus lapidarius,M,Anthophila,1
Pan,1,Agroforestry,TD,9.5,7,2018,Lasioglossum smeathmanellum,F,Anthophila,1
Pan,1,Agroforestry,TD,9.5,7,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,1,Agroforestry,TD,9.5,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,1,Agroforestry,TD,9.5,7,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Agroforestry,TE,9.5,7,2018,Lasioglossum parvulum,F,Anthophila,1
Pan,1,Agroforestry,TF,5,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,1,Agroforestry,TF,5,7,2018,Eupeodes luniger,Unknown,Syrphidae,1
Pan,1,Agroforestry,TG,0.5,7,2018,Lasioglossum leucopus,M,Anthophila,1
Pan,1,Agroforestry,TG,0.5,7,2018,Scaeva pyrastri,Unknown,Syrphidae,1
Pan,1,Agroforestry,TH,0,7,2018,NA,NA,NA,0
Pan,1,Agroforestry,TI,0,7,2018,Eupeodes luniger,Unknown,Syrphidae,1
Pan,1,Agroforestry,TI,0,7,2018,Sphaerophoria scripta,Unknown,Syrphidae,1
Pan,1,Agroforestry,TI,0,7,2018,Lasioglossum leucopus,F,Anthophila,1
Pan,1,Agroforestry,TI,0,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,1,Agroforestry,TI,0,7,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,1,Agroforestry,TJ,0.5,7,2018,Eupeodes luniger,Unknown,Syrphidae,1
Pan,1,Agroforestry,TJ,0.5,7,2018,Scaeva pyrastri,Unknown,Syrphidae,1
Pan,1,Agroforestry,TK,5,7,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,1,Agroforestry,TK,5,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,1,Agroforestry,TK,5,7,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,1,Agroforestry,TL,9.5,7,2018,Eupeodes luniger,Unknown,Syrphidae,2
Pan,1,Agroforestry,TL,9.5,7,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,1,Agroforestry,TM,9.5,7,2018,NA,NA,NA,0
Pan,1,Agroforestry,TM,9.5,7,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Agroforestry,TN,5,7,2018,Bombus campestris,M,Anthophila,1
Pan,1,Agroforestry,TN,5,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,1,Agroforestry,TO,0.5,7,2018,Halictus tumulorum,M,Anthophila,1
Pan,1,Agroforestry,TO,0.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,1
Pan,1,Agroforestry,TO,0.5,7,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,1,Agroforestry,TO,0.5,7,2018,Eupeodes luniger,Unknown,Syrphidae,1
Pan,1,Agroforestry,TP,0,7,2018,Scaeva pyrastri,Unknown,Syrphidae,1
Pan,1,Agroforestry,TP,0,7,2018,Eupeodes luniger,Unknown,Syrphidae,2
Pan,2,Arable,CA,0,7,2018,Melanostoma mellinum,Unknown,Syrphidae,1
Pan,2,Arable,CA,0,7,2018,Episyrphus balteatus,Unknown,Syrphidae,4
Pan,2,Arable,CB,0.5,7,2018,Andrena humilis,F,Anthophila,1
Pan,2,Arable,CB,0.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,5
Pan,2,Arable,CB,0.5,7,2018,Helophilus hybridus,Unknown,Syrphidae,1
Pan,2,Arable,CC,5,7,2018,Eupeodes luniger,Unknown,Syrphidae,1
Pan,2,Arable,CC,5,7,2018,Lasioglossum calceatum,F,Anthophila,1
Pan,2,Arable,CC,5,7,2018,Melanostoma mellinum,Unknown,Syrphidae,2
Pan,2,Arable,CD,9.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,6
Pan,2,Arable,CE,9.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,1
Pan,2,Arable,CE,9.5,7,2018,Eristalinus sepulchralis,Unknown,Syrphidae,1
Pan,2,Arable,CF,5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,6
Pan,2,Arable,CF,5,7,2018,Sphaerophoria scripta,Unknown,Syrphidae,1
Pan,2,Arable,CF,5,7,2018,Melanostoma mellinum,Unknown,Syrphidae,1
Pan,2,Arable,CG,0.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,4
Pan,2,Arable,CG,0.5,7,2018,Lasioglossum calceatum,F,Anthophila,2
Pan,2,Arable,CH,0,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Arable,CH,0,7,2018,Episyrphus balteatus,Unknown,Syrphidae,4
Pan,2,Arable,CI,0,7,2018,Episyrphus balteatus,Unknown,Syrphidae,10
Pan,2,Arable,CI,0,7,2018,Lasioglossum calceatum,F,Anthophila,1
Pan,2,Arable,CJ,0.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,5
Pan,2,Arable,CK,5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,7
Pan,2,Arable,CL,9.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,5
Pan,2,Arable,CM,9.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,4
Pan,2,Arable,CN,5,7,2018,Sphaerophoria scripta,Unknown,Syrphidae,1
Pan,2,Arable,CN,5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,1
Pan,2,Arable,CN,5,7,2018,Syritta pipiens,Unknown,Syrphidae,1
Pan,2,Arable,CO,0.5,7,2018,Lasioglossum calceatum,F,Anthophila,1
Pan,2,Arable,CO,0.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,3
Pan,2,Arable,CP,0,7,2018,Episyrphus balteatus,Unknown,Syrphidae,5
Pan,2,Arable,CP,0,7,2018,Melanostoma mellinum,Unknown,Syrphidae,1
Pan,2,Agroforestry,TA,0,7,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,2,Agroforestry,TA,0,7,2018,Melanostoma mellinum,Unknown,Syrphidae,1
Pan,2,Agroforestry,TA,0,7,2018,Episyrphus balteatus,Unknown,Syrphidae,9
Pan,2,Agroforestry,TB,0.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,4
Pan,2,Agroforestry,TC,5,7,2018,Eupeodes luniger,Unknown,Syrphidae,1
Pan,2,Agroforestry,TC,5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,4
Pan,2,Agroforestry,TC,5,7,2018,Melanostoma mellinum,Unknown,Syrphidae,1
Pan,2,Agroforestry,TC,5,7,2018,Apis mellifera,Unknown,Anthophila,1
Pan,2,Agroforestry,TD,9.5,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Agroforestry,TD,9.5,7,2018,Melanostoma mellinum,Unknown,Syrphidae,1
Pan,2,Agroforestry,TD,9.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,5
Pan,2,Agroforestry,TE,9.5,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Agroforestry,TE,9.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,2
Pan,2,Agroforestry,TF,5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,3
Pan,2,Agroforestry,TG,0.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,3
Pan,2,Agroforestry,TH,0,7,2018,Episyrphus balteatus,Unknown,Syrphidae,4
Pan,2,Agroforestry,TH,0,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Agroforestry,TI,0,7,2018,Episyrphus balteatus,Unknown,Syrphidae,5
Pan,2,Agroforestry,TK,5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,7
Pan,2,Agroforestry,TL,9.5,7,2018,Bombus hortorum,F,Anthophila,1
Pan,2,Agroforestry,TL,9.5,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Agroforestry,TL,9.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,4
Pan,2,Agroforestry,TL,9.5,7,2018,Apis mellifera,Unknown,Anthophila,1
Pan,2,Agroforestry,TM,9.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,4
Pan,2,Agroforestry,TM,9.5,7,2018,Eupeodes luniger,Unknown,Syrphidae,1
Pan,2,Agroforestry,TN,5,7,2018,Melanostoma mellinum,Unknown,Syrphidae,1
Pan,2,Agroforestry,TN,5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,8
Pan,2,Agroforestry,TO,0.5,7,2018,Eristalinus sepulchralis,Unknown,Syrphidae,1
Pan,2,Agroforestry,TO,0.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,10
Pan,2,Agroforestry,TO,0.5,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Agroforestry,TO,0.5,7,2018,Bombus lucorumterrestris,F,Anthophila,1
Pan,2,Agroforestry,TP,0,7,2018,Episyrphus balteatus,Unknown,Syrphidae,5
Pan,3,Arable,CA,0,7,2018,NA,NA,NA,0
Pan,3,Arable,CB,0.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,1
Pan,3,Arable,CB,0.5,7,2018,Andrena bicolor,F,Anthophila,1
Pan,3,Arable,CC,5,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,3,Arable,CC,5,7,2018,Sphaerophoria scripta,Unknown,Syrphidae,2
Pan,3,Arable,CD,9.5,7,2018,Eristalinus sepulchralis,Unknown,Syrphidae,1
Pan,3,Arable,CD,9.5,7,2018,Bombus hortorum,M,Anthophila,1
Pan,3,Arable,CD,9.5,7,2018,Bombus lapidarius,F,Anthophila,1
Pan,3,Arable,CE,9.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,1
Pan,3,Arable,CF,5,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,3,Arable,CG,0.5,7,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,3,Arable,CG,0.5,7,2018,Platycheirus manicatus,Unknown,Syrphidae,1
Pan,3,Arable,CG,0.5,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,3,Arable,CG,0.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,3
Pan,3,Arable,CG,0.5,7,2018,Andrena bicolor,F,Anthophila,2
Pan,3,Arable,CH,0,7,2018,Helophilus hybridus,Unknown,Syrphidae,1
Pan,3,Arable,CH,0,7,2018,Andrena subopaca,F,Anthophila,1
Pan,3,Arable,CH,0,7,2018,Episyrphus balteatus,Unknown,Syrphidae,4
Pan,3,Arable,CI,0,7,2018,Melanostoma mellinum,Unknown,Syrphidae,3
Pan,3,Arable,CI,0,7,2018,Sphaerophoria scripta,Unknown,Syrphidae,1
Pan,3,Arable,CI,0,7,2018,Hylaeus communis,F,Anthophila,1
Pan,3,Arable,CJ,0.5,7,2018,Sphaerophoria scripta,Unknown,Syrphidae,1
Pan,3,Arable,CJ,0.5,7,2018,Melanostoma mellinum,Unknown,Syrphidae,2
Pan,3,Arable,CK,5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,3
Pan,3,Arable,CK,5,7,2018,Andrena bicolor,F,Anthophila,2
Pan,3,Arable,CL,9.5,7,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,3,Arable,CL,9.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,3
Pan,3,Arable,CM,9.5,7,2018,Andrena bicolor,F,Anthophila,1
Pan,3,Arable,CM,9.5,7,2018,Eristalinus sepulchralis,Unknown,Syrphidae,1
Pan,3,Arable,CM,9.5,7,2018,Eupeodes corollae,Unknown,Syrphidae,2
Pan,3,Arable,CM,9.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,1
Pan,3,Arable,CN,5,7,2018,Sphaerophoria scripta,Unknown,Syrphidae,1
Pan,3,Arable,CN,5,7,2018,Andrena bicolor,F,Anthophila,1
Pan,3,Arable,CN,5,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,3,Arable,CN,5,7,2018,Melanostoma mellinum,Unknown,Syrphidae,1
Pan,3,Arable,CN,5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,4
Pan,3,Arable,CO,0.5,7,2018,Andrena bicolor,F,Anthophila,1
Pan,3,Arable,CO,0.5,7,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,3,Arable,CO,0.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,4
Pan,3,Arable,CO,0.5,7,2018,Eupeodes corollae,Unknown,Syrphidae,2
Pan,3,Agroforestry,TA,0,7,2018,Episyrphus balteatus,Unknown,Syrphidae,3
Pan,3,Agroforestry,TA,0,7,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,3,Agroforestry,TA,0,7,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,3,Agroforestry,TA,0,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,3,Agroforestry,TA,0,7,2018,Sphaerophoria scripta,Unknown,Syrphidae,1
Pan,3,Agroforestry,TA,0,7,2018,Helophilus hybridus,Unknown,Syrphidae,2
Pan,3,Agroforestry,TB,0.5,7,2018,Melanostoma mellinum,Unknown,Syrphidae,1
Pan,3,Agroforestry,TB,0.5,7,2018,Syritta pipiens,Unknown,Syrphidae,1
Pan,3,Agroforestry,TB,0.5,7,2018,Sphaerophoria scripta,Unknown,Syrphidae,2
Pan,3,Agroforestry,TB,0.5,7,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,3,Agroforestry,TB,0.5,7,2018,Helophilus hybridus,Unknown,Syrphidae,2
Pan,3,Agroforestry,TB,0.5,7,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,3,Agroforestry,TB,0.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,2
Pan,3,Agroforestry,TC,5,7,2018,Eristalinus sepulchralis,Unknown,Syrphidae,1
Pan,3,Agroforestry,TC,5,7,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,3,Agroforestry,TD,9.5,7,2018,Lasioglossum albipes,F,Anthophila,1
Pan,3,Agroforestry,TD,9.5,7,2018,Eristalinus sepulchralis,Unknown,Syrphidae,2
Pan,3,Agroforestry,TD,9.5,7,2018,Eristalis tenax,Unknown,Syrphidae,1
Pan,3,Agroforestry,TD,9.5,7,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,3,Agroforestry,TD,9.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,2
Pan,3,Agroforestry,TD,9.5,7,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,3,Agroforestry,TD,9.5,7,2018,Helophilus hybridus,Unknown,Syrphidae,4
Pan,3,Agroforestry,TE,9.5,7,2018,Eumerus funeralis,Unknown,Syrphidae,2
Pan,3,Agroforestry,TE,9.5,7,2018,Sphaerophoria scripta,Unknown,Syrphidae,2
Pan,3,Agroforestry,TE,9.5,7,2018,Lasioglossum leucozonium,M,Anthophila,1
Pan,3,Agroforestry,TE,9.5,7,2018,Eristalinus sepulchralis,Unknown,Syrphidae,1
Pan,3,Agroforestry,TF,5,7,2018,Melanostoma mellinum,Unknown,Syrphidae,1
Pan,3,Agroforestry,TF,5,7,2018,Eristalis arbustorum,Unknown,Syrphidae,2
Pan,3,Agroforestry,TF,5,7,2018,Sphaerophoria scripta,Unknown,Syrphidae,1
Pan,3,Agroforestry,TF,5,7,2018,Eristalinus sepulchralis,Unknown,Syrphidae,3
Pan,3,Agroforestry,TG,0.5,7,2018,Helophilus hybridus,Unknown,Syrphidae,2
Pan,3,Agroforestry,TG,0.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,2
Pan,3,Agroforestry,TG,0.5,7,2018,Andrena bicolor,F,Anthophila,3
Pan,3,Agroforestry,TG,0.5,7,2018,Lasioglossum malachurum,M,Anthophila,1
Pan,3,Agroforestry,TG,0.5,7,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,3,Agroforestry,TH,0,7,2018,Helophilus hybridus,Unknown,Syrphidae,1
Pan,3,Agroforestry,TH,0,7,2018,Eristalis arbustorum,Unknown,Syrphidae,3
Pan,3,Agroforestry,TH,0,7,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,3,Agroforestry,TI,0,7,2018,Eristalis tenax,Unknown,Syrphidae,1
Pan,3,Agroforestry,TI,0,7,2018,Helophilus hybridus,Unknown,Syrphidae,1
Pan,3,Agroforestry,TI,0,7,2018,Nomada fabriciana,F,Anthophila,1
Pan,3,Agroforestry,TI,0,7,2018,Episyrphus balteatus,Unknown,Syrphidae,4
Pan,3,Agroforestry,TJ,0.5,7,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,3,Agroforestry,TJ,0.5,7,2018,Eupeodes corollae,Unknown,Syrphidae,2
Pan,3,Agroforestry,TJ,0.5,7,2018,Bombus pascuorum,F,Anthophila,1
Pan,3,Agroforestry,TJ,0.5,7,2018,Eristalinus sepulchralis,Unknown,Syrphidae,1
Pan,3,Agroforestry,TK,5,7,2018,Eumerus funeralis,Unknown,Syrphidae,2
Pan,3,Agroforestry,TK,5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,3
Pan,3,Agroforestry,TK,5,7,2018,Scaeva pyrastri,Unknown,Syrphidae,1
Pan,3,Agroforestry,TK,5,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,3,Agroforestry,TK,5,7,2018,Eristalinus sepulchralis,Unknown,Syrphidae,2
Pan,3,Agroforestry,TK,5,7,2018,Melanostoma mellinum,Unknown,Syrphidae,1
Pan,3,Agroforestry,TL,9.5,7,2018,Eristalinus sepulchralis,Unknown,Syrphidae,1
Pan,3,Agroforestry,TL,9.5,7,2018,Andrena bicolor,F,Anthophila,1
Pan,3,Agroforestry,TL,9.5,7,2018,Helophilus pendulus,Unknown,Syrphidae,1
Pan,3,Agroforestry,TL,9.5,7,2018,Helophilus hybridus,Unknown,Syrphidae,1
Pan,3,Agroforestry,TL,9.5,7,2018,Lasioglossum calceatum,F,Anthophila,1
Pan,3,Agroforestry,TL,9.5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,1
Pan,3,Agroforestry,TL,9.5,7,2018,Andrena flavipes,F,Anthophila,1
Pan,3,Agroforestry,TL,9.5,7,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,3,Agroforestry,TM,9.5,7,2018,Helophilus hybridus,Unknown,Syrphidae,3
Pan,3,Agroforestry,TM,9.5,7,2018,Eristalinus sepulchralis,Unknown,Syrphidae,1
Pan,3,Agroforestry,TM,9.5,7,2018,Halictus rubicundus,F,Anthophila,1
Pan,3,Agroforestry,TM,9.5,7,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,3,Agroforestry,TM,9.5,7,2018,Apis mellifera,Unknown,Anthophila,1
Pan,3,Agroforestry,TN,5,7,2018,Lasioglossum smeathmanellum,F,Anthophila,1
Pan,3,Agroforestry,TN,5,7,2018,Episyrphus balteatus,Unknown,Syrphidae,1
Pan,3,Agroforestry,TN,5,7,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,3,Agroforestry,TN,5,7,2018,Sphaerophoria scripta,Unknown,Syrphidae,1
Pan,3,Agroforestry,TN,5,7,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,3,Agroforestry,TN,5,7,2018,Andrena bicolor,F,Anthophila,2
Pan,3,Agroforestry,TN,5,7,2018,Lasioglossum calceatum,F,Anthophila,1
Pan,3,Agroforestry,TO,0.5,7,2018,Helophilus hybridus,Unknown,Syrphidae,5
Pan,3,Agroforestry,TO,0.5,7,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,3,Agroforestry,TP,0,7,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,3,Agroforestry,TP,0,7,2018,Eupeodes corollae,Unknown,Syrphidae,2
Pan,3,Agroforestry,TP,0,7,2018,Episyrphus balteatus,Unknown,Syrphidae,3
Pan,3,Agroforestry,TP,0,7,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,3,Agroforestry,TP,0,7,2018,Bombus hortorum,F,Anthophila,1
Pan,1,Arable,CA,0,8,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,1,Arable,CB,0.5,8,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,1,Arable,CC,5,8,2018,NA,NA,NA,0
Pan,1,Arable,CD,9.5,8,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,1,Arable,CE,9.5,8,2018,Lasioglossum smeathmanellum,M,Anthophila,1
Pan,1,Arable,CF,5,8,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,1,Arable,CF,5,8,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,1,Arable,CF,5,8,2018,Andrena subopaca,F,Anthophila,1
Pan,1,Arable,CF,5,8,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Arable,CG,0.5,8,2018,NA,NA,NA,0
Pan,1,Arable,CH,0,8,2018,Eupeodes corollae,Unknown,Syrphidae,3
Pan,1,Arable,CH,0,8,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,1,Arable,CH,0,8,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Arable,CI,0,8,2018,Episyrphus balteatus,Unknown,Syrphidae,1
Pan,1,Arable,CI,0,8,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,1,Arable,CJ,0.5,8,2018,Eupeodes corollae,Unknown,Syrphidae,2
Pan,1,Arable,CK,5,8,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,1,Arable,CK,5,8,2018,Eumerus funeralis,Unknown,Syrphidae,2
Pan,1,Arable,CL,9.5,8,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,1,Arable,CL,9.5,8,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,1,Arable,CL,9.5,8,2018,Episyrphus balteatus,Unknown,Syrphidae,1
Pan,1,Arable,CM,9.5,8,2018,NA,NA,NA,0
Pan,1,Arable,CN,5,8,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,1,Arable,CO,0.5,8,2018,NA,NA,NA,0
Pan,1,Arable,CP,0,8,2018,Eristalis tenax,Unknown,Syrphidae,1
Pan,1,Arable,CP,0,8,2018,Apis mellifera,Unknown,Anthophila,1
Pan,1,Agroforestry,TA,0,8,2018,Lasioglossum malachurum,M,Anthophila,1
Pan,1,Agroforestry,TB,0.5,8,2018,Eristalis tenax,Unknown,Syrphidae,1
Pan,1,Agroforestry,TC,5,8,2018,Platycheirus albimanus,Unknown,Syrphidae,1
Pan,1,Agroforestry,TC,5,8,2018,Syritta pipiens,Unknown,Syrphidae,1
Pan,1,Agroforestry,TC,5,8,2018,Apis mellifera,Unknown,Anthophila,3
Pan,1,Agroforestry,TD,9.5,8,2018,NA,NA,NA,0
Pan,1,Agroforestry,TE,9.5,8,2018,NA,NA,NA,0
Pan,1,Agroforestry,TF,5,8,2018,NA,NA,NA,0
Pan,1,Agroforestry,TG,0.5,8,2018,NA,NA,NA,0
Pan,1,Agroforestry,TH,0,8,2018,Lasioglossum parvulum,M,Anthophila,1
Pan,1,Agroforestry,TH,0,8,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,1,Agroforestry,TI,0,8,2018,Lasioglossum albipes,M,Anthophila,1
Pan,1,Agroforestry,TI,0,8,2018,Eumerus funeralis,Unknown,Syrphidae,2
Pan,1,Agroforestry,TJ,0.5,8,2018,NA,NA,NA,0
Pan,1,Agroforestry,TK,5,8,2018,Eupeodes latifasciatus,Unknown,Syrphidae,2
Pan,1,Agroforestry,TL,9.5,8,2018,Bombus lapidarius,M,Anthophila,1
Pan,1,Agroforestry,TM,9.5,8,2018,NA,NA,NA,0
Pan,1,Agroforestry,TN,5,8,2018,Lasioglossum malachurum,M,Anthophila,1
Pan,1,Agroforestry,TN,5,8,2018,Bombus lucorumterrestris,F,Anthophila,1
Pan,1,Agroforestry,TO,0.5,8,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,1,Agroforestry,TO,0.5,8,2018,Cheilosia vernalis,Unknown,Syrphidae,1
Pan,1,Agroforestry,TP,0,8,2018,Eumerus funeralis,Unknown,Syrphidae,1
Pan,1,Agroforestry,TP,0,8,2018,Syritta pipiens,Unknown,Syrphidae,1
Pan,1,Agroforestry,TP,0,8,2018,Episyrphus balteatus,Unknown,Syrphidae,1
Pan,2,Arable,CA,0,8,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Arable,CB,0.5,8,2018,Eumerus strigatus,Unknown,Syrphidae,1
Pan,2,Arable,CB,0.5,8,2018,Eristalinus sepulchralis,Unknown,Syrphidae,2
Pan,2,Arable,CB,0.5,8,2018,Lasioglossum malachurum,F,Anthophila,1
Pan,2,Arable,CC,5,8,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,2,Arable,CD,9.5,8,2018,Eupeodes corollae,Unknown,Syrphidae,2
Pan,2,Arable,CD,9.5,8,2018,Helophilus hybridus,Unknown,Syrphidae,1
Pan,2,Arable,CE,9.5,8,2018,Eupeodes corollae,Unknown,Syrphidae,1
Pan,2,Arable,CE,9.5,8,2018,Eristalinus sepulchralis,Unknown,Syrphidae,1
Pan,2,Arable,CF,5,8,2018,NA,NA,NA,0
Pan,2,Arable,CG,0.5,8,2018,Eristalis arbustorum,Unknown,Syrphidae,1
Pan,2,Arable,CH,0,8,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,2,Arable,CI,0,8,2018,Sphaerophoria scripta,Unknown,Syrphidae,1
Pan,2,Arable,CI,0,8,2018,Myathropa florea,Unknown,Syrphidae,1
Pan,2,Arable,CI,0,8,2018,Lasioglossum calceatum,F,Anthophila,1
Pan,2,Arable,CJ,0.5,8,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,2,Arable,CK,5,8,2018,Eupeodes latifasciatus,Unknown,Syrphidae,1
Pan,2,Arable,CK,5,8,2018,Eristalinus sepulchralis,Unknown,Syrphidae,1
