month,date,site,treatment,recorder,quadrat,perc_cover,spp,spp_perc,spp_fu,notes
may,24/05/2023,RH,AF,EK,5A,0,na,na,na,
may,24/05/2023,RH,AF,EK,5B,0,na,na,na,
may,24/05/2023,RH,AF,EK,5C,0,na,na,na,
may,24/05/2023,RH,AF,EK,6A,30,groundsel,30,14,
may,24/05/2023,RH,AF,EK,6B,40,common chickweed,5,7,
may,24/05/2023,RH,AF,EK,6B,40,forget-me-not,35,7,
may,24/05/2023,RH,AF,EK,6C,60,dock,60,65,
may,24/05/2023,RH,AF,EK,M1A,0,na,na,na,
may,24/05/2023,RH,AF,EK,M1B,3,cow parsley,3,4,
may,24/05/2023,RH,AF,EK,M1C,20,goosefoot,20,30,
may,24/05/2023,RH,AF,EK,M2A,90,meadow buttercup,80,17,
may,24/05/2023,RH,AF,EK,M2A,90,forget-me-not,10,2,
may,24/05/2023,RH,AF,EK,M2B,60,meadow buttercup,60,20,
may,24/05/2023,RH,AF,EK,M2C,0,na,na,na,
may,24/05/2023,RH,AF,EK,M3A,40,meadow buttercup,40,15,
may,24/05/2023,RH,AF,EK,M3B,60,meadow buttercup,60,44,
may,24/05/2023,RH,AF,EK,M3C,10,meadow buttercup,10,6,
may,26/05/2023,RH,C,EK,1A,5,common chickweed,5,10,
may,26/05/2023,RH,C,EK,1B,0,na,na,na,
may,26/05/2023,RH,C,EK,1C,0,na,na,na,
may,26/05/2023,RH,C,EK,2A,0,na,na,na,
may,26/05/2023,RH,C,EK,2B,15,na,na,na,
may,26/05/2023,RH,C,EK,2C,3,common chickweed,5,10,
may,26/05/2023,RH,C,EK,3A,5,common chickweed,5,3,
may,26/05/2023,RH,C,EK,3B,2,common chickweed,2,2,
may,26/05/2023,RH,C,EK,3C,0,na,na,na,
may,26/05/2023,RH,C,EK,4A,0,na,na,na,
may,26/05/2023,RH,C,EK,4B,1,common chickweed,1,1,
may,26/05/2023,RH,C,EK,4C,1,common chickweed,<1,1,
may,26/05/2023,RH,C,EK,4C,,common field speedwell,<1,1,
may,26/05/2023,RH,C,EK,5A,5,common chickweed,5,1,
may,26/05/2023,RH,C,EK,5B,3,common chickweed,3,3,
may,26/05/2023,RH,C,EK,5C,40,common chickweed,40,61,
may,26/05/2023,RH,C,EK,6A,8,common chickweed,8,8,
may,26/05/2023,RH,C,EK,6B,15,common chickweed,15,17,
may,26/05/2023,RH,C,EK,6C,30,common chickweed,30,41,
may,26/05/2023,RH,C,EK,M2A,0,na,na,na,
may,26/05/2023,RH,C,EK,M2B,0,na,na,na,
may,26/05/2023,RH,C,EK,M2C,30,goosefoot,30,15,
may,26/05/2023,RH,C,EK,M1A,0,na,na,na,
may,26/05/2023,RH,C,EK,M1B,15,meadow buttercup,15,5,
may,26/05/2023,RH,C,EK,M1C,10,cow parsley,10,4,
may,26/05/2023,RH,C,EK,M3A,5,cow parsley,5,4,right
may,26/05/2023,RH,C,EK,M3B,5,meadow buttercup,5,2,
may,26/05/2023,RH,C,EK,M3C,50,smooth tare,50,35,
june,23/06/2023,FE,AF,EK,1A,70,oxeye daisy,70,23,
june,23/06/2023,FE,AF,EK,1B,45,oxeye daisy,45,14,
june,23/06/2023,FE,AF,EK,1C,30,oxeye daisy,30,31,
june,23/06/2023,FE,AF,EK,2C,90,scentless mayweed,90,200,
june,23/06/2023,FE,AF,EK,2B,40,scentless mayweed,38,92,
june,23/06/2023,FE,AF,EK,2B,40,cut-leaved cranesbill,2,3,
june,23/06/2023,FE,AF,EK,2A,50,scentless mayweed,50,91,
june,23/06/2023,FE,AF,EK,3A,40,oxeye daisy,30,31,
june,23/06/2023,FE,AF,EK,3A,40,common knapweed,10,1,
june,23/06/2023,FE,AF,EK,3B,60,oxeye daisy,60,61,
june,23/06/2023,FE,AF,EK,3C,15,oxeye daisy,15,18,
june,23/06/2023,FE,AF,EK,4C,0,na,na,na,
june,23/06/2023,FE,AF,EK,4B,0,na,na,na,
june,23/06/2023,FE,AF,EK,4A,0,na,na,na,
june,23/06/2023,FE,AF,EK,5A,25,oxeye daisy,5,3,
june,23/06/2023,FE,AF,EK,5A,25,selfheal,20,48,
june,23/06/2023,FE,AF,EK,5B,45,oxeye daisy,45,14,
june,23/06/2023,FE,AF,EK,5C,30,oxeye daisy,30,13,
june,23/06/2023,FE,AF,EK,6C,0,na,na,na,
june,23/06/2023,FE,AF,EK,6B,0,na,na,na,
june,23/06/2023,FE,AF,EK,6A,0,na,na,na,
june,23/06/2023,FE,AF,EK,7A,30,oxeye daisy,30,12,
june,23/06/2023,FE,AF,EK,7B,2,oxeye daisy,2,2,
june,23/06/2023,FE,AF,EK,7C,80,oxeye daisy,40,23,
june,23/06/2023,FE,AF,EK,7C,80,creeping thistle,40,5,
june,23/06/2023,FE,AF,EK,8C,0,na,na,na,
june,23/06/2023,FE,AF,EK,8B,0,na,na,na,
june,23/06/2023,FE,AF,EK,8A,80,white clover,80,3,
june,23/06/2023,FE,AF,EK,M3A,90,white clover,90,9,
june,23/06/2023,FE,AF,EK,M3B,90,white clover,90,24,
june,23/06/2023,FE,AF,EK,M3C,0,na,na,na,
june,23/06/2023,FE,AF,EK,M2A,25,scentless mayweed,25,24,
june,23/06/2023,FE,AF,EK,M2B,na,na,na,na,"just hedge, no ground flora before crop."
june,23/06/2023,FE,AF,EK,M2C,na,na,na,na,"just hedge, no ground flora before crop."
june,23/06/2023,FE,AF,EK,M1C,20,oxeye daisy,20,13,
june,23/06/2023,FE,AF,EK,M1B,50,oxeye daisy,50,34,
june,23/06/2023,FE,AF,EK,M1A,0,na,na,na,
june,23/06/2023,FE,C,EK,1A,0,na,na,na,
june,23/06/2023,FE,C,EK,1B,0,na,na,na,
june,23/06/2023,FE,C,EK,1C,0,na,na,na,
june,23/06/2023,FE,C,EK,2A,0,na,na,na,
june,23/06/2023,FE,C,EK,2B,0,na,na,na,
june,23/06/2023,FE,C,EK,2C,0,na,na,na,
june,23/06/2023,FE,C,EK,3A,0,na,na,na,
june,23/06/2023,FE,C,EK,3B,<1,scentless mayweed,<1,3,
june,23/06/2023,FE,C,EK,3C,0,na,na,na,
june,23/06/2023,FE,C,EK,4A,0,na,na,na,
june,23/06/2023,FE,C,EK,4B,0,na,na,na,
june,23/06/2023,FE,C,EK,4C,0,na,na,na,
june,23/06/2023,FE,C,EK,5A,0,na,na,na,
june,23/06/2023,FE,C,EK,5B,0,na,na,na,
june,23/06/2023,FE,C,EK,5C,0,na,na,na,
june,23/06/2023,FE,C,EK,6C,0,na,na,na,
june,23/06/2023,FE,C,EK,6B,0,na,na,na,
june,23/06/2023,FE,C,EK,6A,15,scentless mayweed,15,10,
june,23/06/2023,FE,C,EK,M1A,100,oxeye daisy,80,13,
june,23/06/2023,FE,C,EK,M1A,100,yarrow,20,2,
june,23/06/2023,FE,C,EK,M1B,60,oxeye daisy,40,17,
june,23/06/2023,FE,C,EK,M1B,60,selfheal,20,86,
june,23/06/2023,FE,C,EK,M1C,40,common ragwort,35,9,
june,23/06/2023,FE,C,EK,M1C,40,hoary willowherb,5,5,
june,23/06/2023,FE,C,EK,M2A,na,na,na,na,"just hedge, no ground flora before crop."
june,23/06/2023,FE,C,EK,M2B,na,na,na,na,"just hedge, no ground flora before crop."
june,23/06/2023,FE,C,EK,M2C,na,na,na,na,"just hedge, no ground flora before crop."
june,23/06/2023,FE,C,EK,M3A,15,oxeye daisy,15,8,
june,23/06/2023,FE,C,EK,M3B,50,oxeye daisy,20,10,
june,23/06/2023,FE,C,EK,M3B,50,yarrow,30,17,
june,23/06/2023,FE,C,EK,M3C,10,yarrow,10,2,
june,28/06/2023,WH,AF,"EK, SA",1A,10,field poppy,5,1,
june,28/06/2023,WH,AF,"EK, SA",1A,10,scentless mayweed,5,1,
june,28/06/2023,WH,AF,"EK, SA",1B,25,scentless mayweed,15,13,
june,28/06/2023,WH,AF,"EK, SA",1B,25,field poppy,10,2,
june,28/06/2023,WH,AF,"EK, SA",1C,90,creeping thistle,50,4,
june,28/06/2023,WH,AF,"EK, SA",1C,90,scentless mayweed,25,9,
june,28/06/2023,WH,AF,"EK, SA",1C,90,field poppy,10,5,
june,28/06/2023,WH,AF,"EK, SA",1C,90,knotgrass,5,2,
june,28/06/2023,WH,AF,"EK, SA",2C,90,hogweed,90,3,
june,28/06/2023,WH,AF,"EK, SA",2B,1,goosegrass,1,2,
june,28/06/2023,WH,AF,"EK, SA",2A,50,goosegrass,50,8,
june,28/06/2023,WH,AF,"EK, SA",3A,35,field poppy,15,2,
june,28/06/2023,WH,AF,"EK, SA",3A,35,scentless mayweed,20,5,
june,28/06/2023,WH,AF,"EK, SA",3B,100,field poppy,95,17,
june,28/06/2023,WH,AF,"EK, SA",3B,100,goosegrass,5,3,
june,28/06/2023,WH,AF,"EK, SA",3B,100,scentless mayweed,<1,1,
june,28/06/2023,WH,AF,"EK, SA",3C,60,scentless mayweed,10,5,
june,28/06/2023,WH,AF,"EK, SA",3C,60,field poppy,50,10,
june,28/06/2023,WH,AF,"EK, SA",3C,60,common chickweed,<1,3,
june,28/06/2023,WH,AF,"EK, SA",4C,20,goosegrass,20,4,
june,28/06/2023,WH,AF,"EK, SA",4B,15,goosegrass,15,1,
june,28/06/2023,WH,AF,"EK, SA",4A,10,goosegrass,10,2,
june,28/06/2023,WH,AF,"EK, SA",5A,50,field poppy,30,5,
june,28/06/2023,WH,AF,"EK, SA",5A,50,common chickweed,20,1,
june,28/06/2023,WH,AF,"EK, SA",5B,45,field poppy,40,6,
june,28/06/2023,WH,AF,"EK, SA",5B,45,scentless mayweed,5,1,
june,28/06/2023,WH,AF,"EK, SA",5C,10,field poppy,10,2,
june,28/06/2023,WH,AF,"EK, SA",6C,95,goosegrass,90,11,
june,28/06/2023,WH,AF,"EK, SA",6C,95,creeping thistle,5,1,
june,28/06/2023,WH,AF,"EK, SA",6B,18,creeping thistle,10,1,
june,28/06/2023,WH,AF,"EK, SA",6B,18,common chickweed,3,1,
june,28/06/2023,WH,AF,"EK, SA",6B,18,goosegrass,5,7,
june,28/06/2023,WH,AF,"EK, SA",6A,25,goosegrass,25,10,
june,28/06/2023,WH,AF,"EK, SA",M3A,80,goosegrass,50,1,
june,28/06/2023,WH,AF,"EK, SA",M3A,80,white campion,30,4,
june,28/06/2023,WH,AF,"EK, SA",M3B,100,goosegrass,100,48,
june,28/06/2023,WH,AF,"EK, SA",M3C,80,goosegrass,55,44,
june,28/06/2023,WH,AF,"EK, SA",M3C,80,creeping thistle,25,2,
june,28/06/2023,WH,AF,"EK, SA",M2C,35,goosegrass,30,2,
june,28/06/2023,WH,AF,"EK, SA",M2C,35,cut-leaved cranesbill,5,4,
june,28/06/2023,WH,AF,"EK, SA",M2B,95,goosegrass,85,60,
june,28/06/2023,WH,AF,"EK, SA",M2B,95,creeping thistle,10,2,
june,28/06/2023,WH,AF,"EK, SA",M2A,32,goosegrass,25,5,
june,28/06/2023,WH,AF,"EK, SA",M2A,32,creeping thistle,5,3,
june,28/06/2023,WH,AF,"EK, SA",M2A,32,cow parsley,2,1,
june,28/06/2023,WH,AF,"EK, SA",M1C,10,creeping thistle,10,1,
june,28/06/2023,WH,AF,"EK, SA",M1B,50,goosegrass,50,6,
june,28/06/2023,WH,AF,"EK, SA",M1A,0,na,na,na,
june,27/06/2023,WH,C,"EK, SA",5C,0,na,na,na,
june,27/06/2023,WH,C,"EK, SA",4C,50,scentless mayweed,50,21,
june,27/06/2023,WH,C,"EK, SA",4C,50,goosegrass,<1,1,
june,27/06/2023,WH,C,"EK, SA",4C,50,knotgrass,1,3,
june,27/06/2023,WH,C,"EK, SA",4B,15,scentless mayweed,10,7,
june,27/06/2023,WH,C,"EK, SA",4B,15,forget-me-not,3,20,floral unit = flowers (different from fu description - need to standardise)
june,27/06/2023,WH,C,"EK, SA",4B,15,knotgrass,2,18,
june,27/06/2023,WH,C,"EK, SA",4A,20,scentless mayweed,20,15,
june,27/06/2023,WH,C,"EK, SA",3A,30,scentless mayweed,25,20,
june,27/06/2023,WH,C,"EK, SA",3A,30,knotgrass,5,8,
june,27/06/2023,WH,C,"EK, SA",3B,40,scentless mayweed,35,40,
june,27/06/2023,WH,C,"EK, SA",3B,40,knotgrass,5,2,
june,27/06/2023,WH,C,"EK, SA",3C,45,scentless mayweed,45,2,
june,27/06/2023,WH,C,"EK, SA",2C,20,scentless mayweed,20,11,
june,27/06/2023,WH,C,"EK, SA",2C,20,forget-me-not,1,5,
june,27/06/2023,WH,C,"EK, SA",2B,40,scentless mayweed,40,14,
june,27/06/2023,WH,C,"EK, SA",2A,0,na,na,na,
june,27/06/2023,WH,C,"EK, SA",1A,0,na,na,na,
june,27/06/2023,WH,C,"EK, SA",1B,0,na,na,na,
june,27/06/2023,WH,C,"EK, SA",1C,55,field poppy,50,5,
june,27/06/2023,WH,C,"EK, SA",1C,55,scentless mayweed,5,4,
june,27/06/2023,WH,C,"EK, SA",1C,55,forget-me-not,1,14,
june,27/06/2023,WH,C,"EK, SA",M1A,0,na,na,na,
june,27/06/2023,WH,C,"EK, SA",M1B,0,na,na,na,
june,27/06/2023,WH,C,"EK, SA",M1C,0,na,na,na,
june,27/06/2023,WH,C,"EK, SA",M2A,0,na,na,na,
june,27/06/2023,WH,C,"EK, SA",M2B,35,goosegrass,35,83,
june,27/06/2023,WH,C,"EK, SA",M2C,80,goosegrass,80,29,
june,27/06/2023,WH,C,"EK, SA",M3A,0,na,na,na,
june,27/06/2023,WH,C,"EK, SA",M3B,10,hogweed,10,1,
june,27/06/2023,WH,C,"EK, SA",M3C,50,goosegrass,50,6,
june,27/06/2023,WH,C,"EK, SA",6C,10,forget-me-not,5,5,
june,27/06/2023,WH,C,"EK, SA",6C,10,scentless mayweed,5,11,
june,27/06/2023,WH,C,"EK, SA",6B,25,scentless mayweed,25,8,
june,27/06/2023,WH,C,"EK, SA",6A,3,common chickweed,3,5,
june,27/06/2023,WH,C,"EK, SA",5A,2,scentless mayweed,2,1,
june,27/06/2023,WH,C,"EK, SA",5B,100,scentless mayweed,10,5,
june,27/06/2023,WH,C,"EK, SA",5B,100,creeping thistle,90,na,flowers not recorded
june,27/06/2023,WH,C,"EK, SA",5B,100,common chickweed,3,8,
june,29/06/2023,RH,AF,"EK, SA",M1A,0,na,na,na,
june,29/06/2023,RH,AF,"EK, SA",M1B,1,forget-me-not,1,5,
june,29/06/2023,RH,AF,"EK, SA",M1C,20,cut-leaved cranesbill,20,3,
june,29/06/2023,RH,AF,"EK, SA",1A,0,na,na,na,
june,29/06/2023,RH,AF,"EK, SA",1B,0,na,na,na,
june,29/06/2023,RH,AF,"EK, SA",1C,0,na,na,na,
june,29/06/2023,RH,AF,"EK, SA",2C,2,cut-leaved cranesbill,2,2,
june,29/06/2023,RH,AF,"EK, SA",2B,0,na,na,na,
june,29/06/2023,RH,AF,"EK, SA",2A,0,na,na,na,
june,29/06/2023,RH,AF,"EK, SA",3A,0,na,na,na,
june,29/06/2023,RH,AF,"EK, SA",3B,1,common field speedwell,1,2,
june,29/06/2023,RH,AF,"EK, SA",3C,0,na,na,na,
june,29/06/2023,RH,AF,"EK, SA",4C,0,na,na,na,
june,29/06/2023,RH,AF,"EK, SA",4B,0,na,na,na,
june,29/06/2023,RH,AF,"EK, SA",4A,15,cut-leaved cranesbill,15,1,
june,29/06/2023,RH,AF,"EK, SA",5A,0,na,na,na,
june,29/06/2023,RH,AF,"EK, SA",5B,5,mustard var.,5,2,
june,29/06/2023,RH,AF,"EK, SA",5C,0,na,na,na,
june,29/06/2023,RH,AF,"EK, SA",6C,20,cut-leaved cranesbill,20,4,
june,29/06/2023,RH,AF,"EK, SA",6B,0,na,na,na,
june,29/06/2023,RH,AF,"EK, SA",6A,10,cut-leaved cranesbill,10,1,
june,29/06/2023,RH,AF,"EK, SA",M2A,<1,hop trefoil,<1,1,
june,29/06/2023,RH,AF,"EK, SA",M2B,<1,hop trefoil,<1,1,
june,29/06/2023,RH,AF,"EK, SA",M2C,0,na,na,na,
june,29/06/2023,RH,AF,"EK, SA",M3A,0,na,na,na,
june,29/06/2023,RH,AF,"EK, SA",M3B,0,na,na,na,
june,29/06/2023,RH,AF,"EK, SA",M3C,0,na,na,na,
june,29/06/2023,RH,C,"EK, SA",1A,1,common field speedwell,1,5,
june,29/06/2023,RH,C,"EK, SA",1B,15,common field speedwell,15,2,
june,29/06/2023,RH,C,"EK, SA",1C,<1,common field speedwell,<1,1,
june,29/06/2023,RH,C,"EK, SA",2C,<1,common field speedwell,<1,1,
june,29/06/2023,RH,C,"EK, SA",2B,10,common field speedwell,10,3,
june,29/06/2023,RH,C,"EK, SA",2A,20,common chickweed,5,1,
june,29/06/2023,RH,C,"EK, SA",3A,5,common field speedwell,5,2,
june,29/06/2023,RH,C,"EK, SA",3B,20,common chickweed,20,1,
june,29/06/2023,RH,C,"EK, SA",3C,0,na,na,na,
june,29/06/2023,RH,C,"EK, SA",4C,5,common field speedwell,5,3,
june,29/06/2023,RH,C,"EK, SA",4B,0,na,na,na,
june,29/06/2023,RH,C,"EK, SA",4A,0,na,na,na,
june,29/06/2023,RH,C,"EK, SA",5A,0,na,na,na,
june,29/06/2023,RH,C,"EK, SA",5B,1,common field speedwell,1,1,
june,29/06/2023,RH,C,"EK, SA",5C,0,na,na,na,
june,29/06/2023,RH,C,"EK, SA",6C,0,na,na,na,
june,29/06/2023,RH,C,"EK, SA",6B,0,na,na,na,
june,29/06/2023,RH,C,"EK, SA",6A,40,common chickweed,40,3,
june,29/06/2023,RH,C,"EK, SA",M3C,10,goosegrass,10,3,
june,29/06/2023,RH,C,"EK, SA",M3B,5,goosegrass,3,2,
june,29/06/2023,RH,C,"EK, SA",M3A,0,na,na,na,
june,29/06/2023,RH,C,"EK, SA",M1C,0,na,na,na,
june,29/06/2023,RH,C,"EK, SA",M1B,0,na,na,na,
june,29/06/2023,RH,C,"EK, SA",M1A,<1,cut-leaved cranesbill,<1,1,
june,29/06/2023,RH,C,"EK, SA",M2A,45,creeping thistle,45,3,
june,29/06/2023,RH,C,"EK, SA",M2B,0,na,na,na,
june,29/06/2023,RH,C,"EK, SA",M2C,0,na,na,na,
july,25/07/2023,FE,AF,EK,1A,0,na,na,na,
july,25/07/2023,FE,AF,EK,1B,20,creeping thistle,20,3,
july,25/07/2023,FE,AF,EK,1C,60,creeping thistle,60,3,
july,25/07/2023,FE,AF,EK,2C,30,scentless mayweed,30,14,
july,25/07/2023,FE,AF,EK,2B,50,bristly oxtongue,50,5,
july,25/07/2023,FE,AF,EK,2A,25,scentless mayweed,25,10,
july,25/07/2023,FE,AF,EK,3A,70,birdsfoot trefoil,70,57,
july,25/07/2023,FE,AF,EK,3A,70,cut-leaved cranesbill,2,1,
july,25/07/2023,FE,AF,EK,3B,0,na,na,na,
july,25/07/2023,FE,AF,EK,3C,20,selfheal,10,4,
july,25/07/2023,FE,AF,EK,3C,20,common ragwort,10,45,
july,25/07/2023,FE,AF,EK,4C,10,fool's parsley,10,4,
july,25/07/2023,FE,AF,EK,4B,5,fool's parsley,5,3,
july,25/07/2023,FE,AF,EK,4A,10,fool's parsley,10,4,
july,25/07/2023,FE,AF,EK,5A,10,selfheal,10,6,
july,25/07/2023,FE,AF,EK,5B,30,bristly oxtongue,25,3,
july,25/07/2023,FE,AF,EK,5B,30,creeping thistle,5,2,
july,25/07/2023,FE,AF,EK,5C,0,na,na,na,
july,25/07/2023,FE,AF,EK,6C,50,fool's parsley,50,11,
july,25/07/2023,FE,AF,EK,6B,50,fool's parsley,50,8,
july,25/07/2023,FE,AF,EK,6A,80,fool's parsley,75,20,
july,25/07/2023,FE,AF,EK,6A,80,scarlet pimpernel,5,1,
july,25/07/2023,FE,AF,EK,7C,10,bristly oxtongue,10,1,
july,25/07/2023,FE,AF,EK,7B,0,na,na,na,
july,25/07/2023,FE,AF,EK,7A,15,bristly oxtongue,15,1,
july,25/07/2023,FE,AF,EK,8A,100,white clover,100,1,
july,25/07/2023,FE,AF,EK,8B,100,white clover,50,4,
july,25/07/2023,FE,AF,EK,8B,100,red clover,50,1,
july,25/07/2023,FE,AF,EK,8C,100,white clover,100,2,
july,25/07/2023,FE,AF,EK,M1C,10,narrow-leaved birdsfoot trefoil,10,8,
july,25/07/2023,FE,AF,EK,M1B,15,birdsfoot trefoil,15,14,
july,25/07/2023,FE,AF,EK,M1A,10,scentless mayweed,10,16,
july,25/07/2023,FE,AF,EK,M2A,80,bristly oxtongue,80,8,
july,25/07/2023,FE,AF,EK,M2B,na,na,na,na,"just hedge, no ground flora before crop."
july,25/07/2023,FE,AF,EK,M2C,na,na,na,na,"just hedge, no ground flora before crop."
july,25/07/2023,FE,AF,EK,M3C,5,white clover,5,7,
july,25/07/2023,FE,AF,EK,M3B,80,white clover,80,9,
july,25/07/2023,FE,AF,EK,M3A,90,white clover,90,12,
july,25/07/2023,FE,C,EK,1A,0,na,na,na,
july,25/07/2023,FE,C,EK,1B,0,na,na,na,
july,25/07/2023,FE,C,EK,1C,0,na,na,na,
july,25/07/2023,FE,C,EK,2A,0,na,na,na,
july,25/07/2023,FE,C,EK,2B,0,na,na,na,
july,25/07/2023,FE,C,EK,2C,0,na,na,na,
july,25/07/2023,FE,C,EK,3A,0,na,na,na,
july,25/07/2023,FE,C,EK,3B,0,na,na,na,
july,25/07/2023,FE,C,EK,3C,0,na,na,na,
july,25/07/2023,FE,C,EK,4A,10,fool's parsley,5,1,
july,25/07/2023,FE,C,EK,4A,10,field speedwell,5,2,
july,25/07/2023,FE,C,EK,4B,0,na,na,na,
july,25/07/2023,FE,C,EK,4C,0,na,na,na,
july,25/07/2023,FE,C,EK,5A,0,na,na,na,
july,25/07/2023,FE,C,EK,5B,0,na,na,na,
july,25/07/2023,FE,C,EK,5C,0,na,na,na,
july,25/07/2023,FE,C,EK,6A,0,na,na,na,
july,25/07/2023,FE,C,EK,6B,0,na,na,na,
july,25/07/2023,FE,C,EK,6C,0,na,na,na,
july,25/07/2023,FE,C,EK,M1A,100,yarrow,40,13,
july,25/07/2023,FE,C,EK,M1A,100,bristly oxtongue,60,20,
july,25/07/2023,FE,C,EK,M1B,100,bristly oxtongue,95,23,
july,25/07/2023,FE,C,EK,M1B,100,yarrow,5,1,
july,25/07/2023,FE,C,EK,M1C,100,bristly oxtongue,100,33,
july,25/07/2023,FE,C,EK,M2A,na,na,na,na,"just hedge, no ground flora before crop."
july,25/07/2023,FE,C,EK,M2B,na,na,na,na,"just hedge, no ground flora before crop."
july,25/07/2023,FE,C,EK,M2C,na,na,na,na,"just hedge, no ground flora before crop."
july,25/07/2023,FE,C,EK,M3A,20,musk mallow,20,6,
july,25/07/2023,FE,C,EK,M3B,40,yarrow,40,1,
july,25/07/2023,FE,C,EK,M3C,50,yarrow,50,7,
july,26/07/2023,WH,AF,"EK, SA",1A,57,scentless mayweed,50,27,
july,26/07/2023,WH,AF,"EK, SA",1A,57,field poppy,5,1,
july,26/07/2023,WH,AF,"EK, SA",1A,57,field pansy,2,1,
july,26/07/2023,WH,AF,"EK, SA",1B,53,scentless mayweed,50,37,
july,26/07/2023,WH,AF,"EK, SA",1B,53,field pansy,3,2,
july,26/07/2023,WH,AF,"EK, SA",1C,100,field poppy,20,5,
july,26/07/2023,WH,AF,"EK, SA",1C,100,scentless mayweed,80,46,
july,26/07/2023,WH,AF,"EK, SA",1C,100,creeping thistle,10,2,
july,26/07/2023,WH,AF,"EK, SA",1C,100,wild basil,5,120,
july,26/07/2023,WH,AF,"EK, SA",2C,0,na,na,na,
july,26/07/2023,WH,AF,"EK, SA",2B,0,na,na,na,
july,26/07/2023,WH,AF,"EK, SA",2A,10,cut-leaved cranesbill,10,1,
july,26/07/2023,WH,AF,"EK, SA",3A,66,scentless mayweed,40,21,
july,26/07/2023,WH,AF,"EK, SA",3A,66,wild basil,25,33,
july,26/07/2023,WH,AF,"EK, SA",3A,66,knotgrass,1,6,
july,26/07/2023,WH,AF,"EK, SA",3B,15,scentless mayweed,10,3,
july,26/07/2023,WH,AF,"EK, SA",3B,15,wild basil,5,28,
july,26/07/2023,WH,AF,"EK, SA",3C,100,scentless mayweed,70,39,
july,26/07/2023,WH,AF,"EK, SA",3C,100,creeping thistle,30,3,
july,26/07/2023,WH,AF,"EK, SA",4A,0,na,na,na,
july,26/07/2023,WH,AF,"EK, SA",4B,5,common chickweed,5,1,
july,26/07/2023,WH,AF,"EK, SA",4C,0,na,na,na,
july,26/07/2023,WH,AF,"EK, SA",5A,30,scentless mayweed,25,6,
july,26/07/2023,WH,AF,"EK, SA",5A,30,white dead-nettle,5,2,
july,26/07/2023,WH,AF,"EK, SA",5B,10,field poppy,5,1,
july,26/07/2023,WH,AF,"EK, SA",5B,10,scentless mayweed,5,1,
july,26/07/2023,WH,AF,"EK, SA",5C,2,scentless mayweed,2,2,
july,26/07/2023,WH,AF,"EK, SA",6C,0,na,na,na,
july,26/07/2023,WH,AF,"EK, SA",6B,30,cut-leaved cranesbill,30,3,
july,26/07/2023,WH,AF,"EK, SA",6A,0,na,na,na,
july,27/07/2023,WH,AF,"EK, SA",M1A,90,white dead-nettle,90,21,
july,27/07/2023,WH,AF,"EK, SA",M1B,0,na,na,na,
july,27/07/2023,WH,AF,"EK, SA",M1C,5,field poppy,5,2,
july,27/07/2023,WH,AF,"EK, SA",M2A,100,creeping thistle,100,5,
july,27/07/2023,WH,AF,"EK, SA",M2B,0,na,na,na,
july,27/07/2023,WH,AF,"EK, SA",M2C,30,creeping thistle,30,1,
july,27/07/2023,WH,AF,"EK, SA",M3A,0,na,na,na,
july,27/07/2023,WH,AF,"EK, SA",M3B,0,na,na,na,
july,27/07/2023,WH,AF,"EK, SA",M3C,5,creeping thistle,5,1,
july,26/07/2023,WH,C,"EK, SA",1A,25,knotgrass,5,20,
july,26/07/2023,WH,C,"EK, SA",1A,25,scentless mayweed,15,3,
july,26/07/2023,WH,C,"EK, SA",1A,25,pale persicaria,5,3,
july,26/07/2023,WH,C,"EK, SA",1B,35,scentless mayweed,5,4,
july,26/07/2023,WH,C,"EK, SA",1B,35,creeping thistle,10,2,
july,26/07/2023,WH,C,"EK, SA",1B,35,pale persicaria,15,6,
july,26/07/2023,WH,C,"EK, SA",1B,35,forget-me-not,5,3,
july,26/07/2023,WH,C,"EK, SA",1C,5,pale persicaria,5,2,
july,26/07/2023,WH,C,"EK, SA",2C,5,knotgrass,2,3,
july,26/07/2023,WH,C,"EK, SA",2C,5,scentless mayweed,3,1,
july,26/07/2023,WH,C,"EK, SA",2B,0,na,na,na,
july,26/07/2023,WH,C,"EK, SA",2A,15,scentless mayweed,10,1,
july,26/07/2023,WH,C,"EK, SA",2A,15,knotgrass,2,4,
july,26/07/2023,WH,C,"EK, SA",3A,0,na,na,na,
july,26/07/2023,WH,C,"EK, SA",3B,50,knotgrass,50,40,
july,26/07/2023,WH,C,"EK, SA",3C,0,na,na,na,
july,26/07/2023,WH,C,"EK, SA",4C,80,knotgrass,50,22,
july,26/07/2023,WH,C,"EK, SA",4C,80,scentless mayweed,30,5,
july,26/07/2023,WH,C,"EK, SA",4B,92,knotgrass,25,12,
july,26/07/2023,WH,C,"EK, SA",4B,92,scentless mayweed,60,7,
july,26/07/2023,WH,C,"EK, SA",4B,92,field pansy,2,1,
july,26/07/2023,WH,C,"EK, SA",4A,90,scentless mayweed,90,8,
july,26/07/2023,WH,C,"EK, SA",5A,55,scentless mayweed,20,1,
july,26/07/2023,WH,C,"EK, SA",5A,55,knotgrass,35,20,
july,26/07/2023,WH,C,"EK, SA",5B,87,scentless mayweed,80,20,
july,26/07/2023,WH,C,"EK, SA",5B,87,forget-me-not,5,19,
july,26/07/2023,WH,C,"EK, SA",5B,87,field pansy,2,1,
july,26/07/2023,WH,C,"EK, SA",5C,85,scentless mayweed,50,5,
